Project ID,Project Name,Team ID,Team Name,Backlog ID,Backlog Level Name,Rank,Work Item Count Limit
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,de303be4-d7dc-423d-902b-41ec51aebdba,DOC-syslog-ng new,Microsoft.EpicCategory,Epics,4,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,de303be4-d7dc-423d-902b-41ec51aebdba,DOC-syslog-ng new,Microsoft.FeatureCategory,Features,3,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,de303be4-d7dc-423d-902b-41ec51aebdba,DOC-syslog-ng new,Microsoft.RequirementCategory,Backlog items,2,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,de303be4-d7dc-423d-902b-41ec51aebdba,DOC-syslog-ng new,Microsoft.TaskCategory,Tasks,1,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,7bd62699-4653-42e2-9b75-50e9c0fd4177,DOC-syslog-ng Open Source Edition,Microsoft.EpicCategory,Epics,4,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,7bd62699-4653-42e2-9b75-50e9c0fd4177,DOC-syslog-ng Open Source Edition,Microsoft.FeatureCategory,Features,3,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,7bd62699-4653-42e2-9b75-50e9c0fd4177,DOC-syslog-ng Open Source Edition,Microsoft.RequirementCategory,Backlog items,2,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,7bd62699-4653-42e2-9b75-50e9c0fd4177,DOC-syslog-ng Open Source Edition,Microsoft.TaskCategory,Tasks,1,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,ea45b3c0-36b9-4826-88a6-b90f258455de,DOC-syslog-ng Premium Edition,Microsoft.EpicCategory,Epics,4,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,ea45b3c0-36b9-4826-88a6-b90f258455de,DOC-syslog-ng Premium Edition,Microsoft.FeatureCategory,Features,3,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,ea45b3c0-36b9-4826-88a6-b90f258455de,DOC-syslog-ng Premium Edition,Microsoft.RequirementCategory,Backlog items,2,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,ea45b3c0-36b9-4826-88a6-b90f258455de,DOC-syslog-ng Premium Edition,Microsoft.TaskCategory,Tasks,1,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,8893f1b4-e8df-4085-b0b3-449cc5263332,DOC-syslog-ng Store Box,Microsoft.EpicCategory,Epics,4,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,8893f1b4-e8df-4085-b0b3-449cc5263332,DOC-syslog-ng Store Box,Microsoft.FeatureCategory,Features,3,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,8893f1b4-e8df-4085-b0b3-449cc5263332,DOC-syslog-ng Store Box,Microsoft.RequirementCategory,Backlog items,2,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,8893f1b4-e8df-4085-b0b3-449cc5263332,DOC-syslog-ng Store Box,Microsoft.TaskCategory,Tasks,1,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,072b0528-c489-4c41-bf3f-6765f59055d2,Documentation,Microsoft.EpicCategory,Epics,4,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,072b0528-c489-4c41-bf3f-6765f59055d2,Documentation,Microsoft.FeatureCategory,Features,3,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,072b0528-c489-4c41-bf3f-6765f59055d2,Documentation,Microsoft.RequirementCategory,Backlog items,2,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,072b0528-c489-4c41-bf3f-6765f59055d2,Documentation,Microsoft.TaskCategory,Tasks,1,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,9c6d8231-8438-410b-aa03-5528608c49f5,Log Management Team,Microsoft.EpicCategory,Epics,4,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,9c6d8231-8438-410b-aa03-5528608c49f5,Log Management Team,Microsoft.FeatureCategory,Features,3,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,9c6d8231-8438-410b-aa03-5528608c49f5,Log Management Team,Microsoft.RequirementCategory,Backlog items,2,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,9c6d8231-8438-410b-aa03-5528608c49f5,Log Management Team,Microsoft.TaskCategory,Tasks,1,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,9b448c04-af95-41e8-9809-a480c919da25,SSB Team,Microsoft.EpicCategory,Epics,4,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,9b448c04-af95-41e8-9809-a480c919da25,SSB Team,Microsoft.FeatureCategory,Features,3,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,9b448c04-af95-41e8-9809-a480c919da25,SSB Team,Microsoft.RequirementCategory,Backlog items,2,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,9b448c04-af95-41e8-9809-a480c919da25,SSB Team,Microsoft.TaskCategory,Tasks,1,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,7a8520b3-561c-4aa2-a286-1bd49d534acb,syslog-ng OSE Team,Microsoft.EpicCategory,Epics,4,1000
68897d9b-7c56-465f-a3c3-169ca85cb20d,Log Management,7a8520b3-561c-4aa2-a286-1bd49d534acb,syslog-ng OSE Team,Microsoft.FeatureCategory,Features,3,1000
