Project ID,Project Name,Team ID,Team Name,Backlog ID,Backlog Level Name,Rank,Work Item Count Limit
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,9afe4d3f-774f-473f-8233-d1abdc85f3ea,Active Roles,Microsoft.FeatureCategory,Features,3,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,9afe4d3f-774f-473f-8233-d1abdc85f3ea,Active Roles,Microsoft.EpicCategory,Epics,4,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,9afe4d3f-774f-473f-8233-d1abdc85f3ea,Active Roles,Custom.5eee85c3-0de8-4db4-a61d-a5170a57af42,Initiatives,5,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,9afe4d3f-774f-473f-8233-d1abdc85f3ea,Active Roles,Microsoft.RequirementCategory,Stories,2,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,9afe4d3f-774f-473f-8233-d1abdc85f3ea,Active Roles,Microsoft.TaskCategory,Tasks,1,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,7d141f98-2d8f-40ef-8978-8ae53bdea157,CAB (D),Microsoft.FeatureCategory,Features,3,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,7d141f98-2d8f-40ef-8978-8ae53bdea157,CAB (D),Microsoft.EpicCategory,Epics,4,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,7d141f98-2d8f-40ef-8978-8ae53bdea157,CAB (D),Custom.5eee85c3-0de8-4db4-a61d-a5170a57af42,Initiatives,5,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,7d141f98-2d8f-40ef-8978-8ae53bdea157,CAB (D),Microsoft.RequirementCategory,Stories,2,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,7d141f98-2d8f-40ef-8978-8ae53bdea157,CAB (D),Microsoft.TaskCategory,Tasks,1,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,f1b44b32-12cc-4ecb-b437-b62e212d4f5d,CipherBlock (D),Microsoft.FeatureCategory,Features,3,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,f1b44b32-12cc-4ecb-b437-b62e212d4f5d,CipherBlock (D),Microsoft.EpicCategory,Epics,4,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,f1b44b32-12cc-4ecb-b437-b62e212d4f5d,CipherBlock (D),Custom.5eee85c3-0de8-4db4-a61d-a5170a57af42,Initiatives,5,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,f1b44b32-12cc-4ecb-b437-b62e212d4f5d,CipherBlock (D),Microsoft.RequirementCategory,Stories,2,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,f1b44b32-12cc-4ecb-b437-b62e212d4f5d,CipherBlock (D),Microsoft.TaskCategory,Tasks,1,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,dadbd189-f389-4b71-92ef-99042992d4a7,CipherBlock (M),Microsoft.FeatureCategory,Features,3,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,dadbd189-f389-4b71-92ef-99042992d4a7,CipherBlock (M),Microsoft.EpicCategory,Epics,4,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,dadbd189-f389-4b71-92ef-99042992d4a7,CipherBlock (M),Custom.5eee85c3-0de8-4db4-a61d-a5170a57af42,Initiatives,5,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,dadbd189-f389-4b71-92ef-99042992d4a7,CipherBlock (M),Microsoft.RequirementCategory,Stories,2,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,dadbd189-f389-4b71-92ef-99042992d4a7,CipherBlock (M),Microsoft.TaskCategory,Tasks,1,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,a00fd00f-ed5b-4b4e-91ca-47a912e29dc9,DBA (D),Microsoft.FeatureCategory,Features,3,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,a00fd00f-ed5b-4b4e-91ca-47a912e29dc9,DBA (D),Microsoft.EpicCategory,Epics,4,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,a00fd00f-ed5b-4b4e-91ca-47a912e29dc9,DBA (D),Custom.5eee85c3-0de8-4db4-a61d-a5170a57af42,Initiatives,5,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,a00fd00f-ed5b-4b4e-91ca-47a912e29dc9,DBA (D),Microsoft.RequirementCategory,Stories,2,1000
a4c3e342-aef6-43ce-930a-fdf688dd1ed6,OID,a00fd00f-ed5b-4b4e-91ca-47a912e29dc9,DBA (D),Microsoft.TaskCategory,Tasks,1,1000
