Project ID,Project Name,Team ID,Team Name,Backlog ID,Backlog Level Name,Rank,Work Item Count Limit
1eb518b2-4cef-4257-802b-7f56201825ab,TPAM,f4965d9c-2a78-458a-86e9-b0bae5f45b4c,950 Team,Custom.9a8ce78b-8f90-4b68-ae73-2b20f4ef5cff,Initiatives,5,1000
1eb518b2-4cef-4257-802b-7f56201825ab,TPAM,f4965d9c-2a78-458a-86e9-b0bae5f45b4c,950 Team,Microsoft.EpicCategory,Epics,4,1000
1eb518b2-4cef-4257-802b-7f56201825ab,TPAM,f4965d9c-2a78-458a-86e9-b0bae5f45b4c,950 Team,Microsoft.FeatureCategory,Features,3,1000
1eb518b2-4cef-4257-802b-7f56201825ab,TPAM,f4965d9c-2a78-458a-86e9-b0bae5f45b4c,950 Team,Microsoft.RequirementCategory,Backlog items,2,1000
1eb518b2-4cef-4257-802b-7f56201825ab,TPAM,f4965d9c-2a78-458a-86e9-b0bae5f45b4c,950 Team,Microsoft.TaskCategory,Tasks,1,1000
1eb518b2-4cef-4257-802b-7f56201825ab,TPAM,dc09cbcf-95fe-46b2-8734-cda0c5687dd4,TPAM Team,Custom.9a8ce78b-8f90-4b68-ae73-2b20f4ef5cff,Initiatives,5,1000
1eb518b2-4cef-4257-802b-7f56201825ab,TPAM,dc09cbcf-95fe-46b2-8734-cda0c5687dd4,TPAM Team,Microsoft.EpicCategory,Epics,4,1000
1eb518b2-4cef-4257-802b-7f56201825ab,TPAM,dc09cbcf-95fe-46b2-8734-cda0c5687dd4,TPAM Team,Microsoft.FeatureCategory,Features,3,1000
1eb518b2-4cef-4257-802b-7f56201825ab,TPAM,dc09cbcf-95fe-46b2-8734-cda0c5687dd4,TPAM Team,Microsoft.RequirementCategory,Backlog items,2,1000
1eb518b2-4cef-4257-802b-7f56201825ab,TPAM,dc09cbcf-95fe-46b2-8734-cda0c5687dd4,TPAM Team,Microsoft.TaskCategory,Tasks,1,1000
