Project ID,Project Name,Team ID,Team Name,Board ID,Board Name,Row ID,Row Name,Row Order,Is Default
a9113621-04e8-44df-a0d0-c624b9245634,Operations,,Engineering_Metrics_Backlog,8fd12b6a-cb16-4d37-8ade-bde68a7912ff,Backlog items,00000000-0000-0000-0000-000000000000,,1,True
a9113621-04e8-44df-a0d0-c624b9245634,Operations,72ecc153-9184-4bea-b4f3-bd42f29cc5c9,Engineering Metrics,fa899cf9-9173-4ed3-83e5-a48e0806c0e6,Epics,00000000-0000-0000-0000-000000000000,,1,True
a9113621-04e8-44df-a0d0-c624b9245634,Operations,72ecc153-9184-4bea-b4f3-bd42f29cc5c9,Engineering Metrics,d939e66d-d69d-485c-89ad-0aecd73f6e18,Features,00000000-0000-0000-0000-000000000000,,1,True
a9113621-04e8-44df-a0d0-c624b9245634,Operations,72ecc153-9184-4bea-b4f3-bd42f29cc5c9,Engineering Metrics,90ed5449-62dc-442d-8d22-e0b4b63565b1,Initiatives,00000000-0000-0000-0000-000000000000,,1,True
a9113621-04e8-44df-a0d0-c624b9245634,Operations,,Operations_Team_Backlog,bc70dae1-1664-49a8-9c11-f2a7059e0c12,Backlog items,00000000-0000-0000-0000-000000000000,,1,True
a9113621-04e8-44df-a0d0-c624b9245634,Operations,c398253e-84bb-4a51-ac3a-3ddd8c105959,Operations Team,e0019d51-c99a-47f9-b767-af729529dbe0,Epics,00000000-0000-0000-0000-000000000000,,1,True
a9113621-04e8-44df-a0d0-c624b9245634,Operations,c398253e-84bb-4a51-ac3a-3ddd8c105959,Operations Team,3e4cd6a9-2bc7-4122-bc23-3c91c0d0e9cd,Features,00000000-0000-0000-0000-000000000000,,1,True
a9113621-04e8-44df-a0d0-c624b9245634,Operations,c398253e-84bb-4a51-ac3a-3ddd8c105959,Operations Team,04dc7754-b279-4ef6-a699-efa289dc7f53,Initiatives,00000000-0000-0000-0000-000000000000,,1,True
a9113621-04e8-44df-a0d0-c624b9245634,Operations,,Security_Backlog,6e785cea-534c-4899-93af-78e0be3c4218,Backlog items,00000000-0000-0000-0000-000000000000,,1,True
a9113621-04e8-44df-a0d0-c624b9245634,Operations,b79d8104-8c04-4f1f-a4c6-f1307d60588b,Security,58ca9e74-32e5-4839-944c-770ab07d81a2,Epics,00000000-0000-0000-0000-000000000000,,1,True
a9113621-04e8-44df-a0d0-c624b9245634,Operations,b79d8104-8c04-4f1f-a4c6-f1307d60588b,Security,d0056ff4-b8a0-4313-9e46-d7e0566c7672,Features,00000000-0000-0000-0000-000000000000,,1,True
a9113621-04e8-44df-a0d0-c624b9245634,Operations,b79d8104-8c04-4f1f-a4c6-f1307d60588b,Security,f05c7b6a-d8f0-48ca-b865-a373f012d3c9,Initiatives,00000000-0000-0000-0000-000000000000,,1,True
